delivery_id,drone_id,route_id,delivery_date,departure_time,weather_condition,temperature,wind_speed,precipitation_mm,distance_km,battery_level_start,package_weight_kg,package_type,delivery_zone,delivery_area,traffic_congestion,pilot_experience_years,drone_model,battery_consumption_rate,landing_accuracy_m,flight_duration_min,battery_level_end,arrival_time,delivery_success
D-002065,DRN-010-C,RT-EKB-KZN-17,2023-01-11,2023-01-01 14:57:00,Cloudy,5.82,10.45,0.68,0.46,81.51,1.88,Perishable,Residential,Urban,Low,2.41,ND-Speedster-X1,36.15,2.02,10.7,75.07,2023-01-01 15:07:41.708531730,0
D-002066,DRN-025-C,RT-EKB-KZN-17,2023-06-08,2023-01-01 16:25:00,Cloudy,17.9,0.15,0.22,0.55,81.11,13.53,Standard,Commercial,Suburban,Low,0.74,ND-Speedster-X1,97.01,1.5,7.37,69.2,2023-01-01 16:32:22.038509184,1
D-002067,DRN-017-B,RT-EKB-EKB-15,2023-07-24,2023-01-01 13:19:00,Sunny,19.86,2.54,3.88,8.05,83.55,3.71,Perishable,Commercial,Urban,Medium,2.99,ND-Light-Carry-X1,46.58,0.66,36.62,55.12,2023-01-01 13:55:36.940825788,1
D-002068,DRN-024-A,RT-KZN-NSK-04,2023-08-18,2023-01-01 18:27:00,Cloudy,21.41,0.86,1.93,1.76,97.39,16.67,Fragile,Residential,Rural,Low,2.97,ND-Speedster-X1,114.27,0.67,2.66,92.33,2023-01-01 18:29:39.306809292,1
D-002069,DRN-043-A,RT-NSK-SPB-20,2023-01-26,2023-01-01 07:48:00,Cloudy,24.23,3.08,0.07,3.59,87.13,1.37,Standard,Residential,Urban,Low,2.82,ND-Light-Carry-X1,36.42,1.56,23.0,73.17,2023-01-01 08:10:59.877750204,1
D-002070,DRN-100-B,RT-NSK-SPB-13,2023-11-15,2023-01-01 12:09:00,Cloudy,17.0,7.69,1.2,1.26,88.68,13.83,Standard,Commercial,Rural,Low,1.33,ND-Speedster-X1,100.91,0.63,0.38,88.04,2023-01-01 12:09:22.807455258,1
D-002071,DRN-060-B,RT-EKB-KZN-18,2023-06-08,2023-01-01 08:29:00,Cloudy,21.16,9.69,0.63,9.22,87.8,5.1,Standard,Residential,Suburban,Low,1.03,ND-Light-Carry-X1,59.52,0.96,39.65,48.47,2023-01-01 09:08:39.109023570,1
D-002072,DRN-065-C,RT-KZN-NSK-10,2023-10-05,2023-01-01 11:04:00,Rainy,4.06,2.03,2.53,2.61,94.29,19.51,Fragile,Industrial,Urban,Medium,3.25,ND-Heavy-Lift-X1,124.02,1.97,8.1,77.55,2023-01-01 11:12:05.881868304,1
D-002073,DRN-028-C,RT-MOW-EKB-19,2023-05-28,2023-01-01 10:43:00,Sunny,16.97,6.68,0.63,3.25,85.19,1.78,Standard,Residential,Suburban,Low,6.72,ND-Heavy-Lift-X1,39.33,1.14,7.87,80.03,2023-01-01 10:50:52.072905618,1
D-002074,DRN-081-B,RT-MOW-SPB-14,2023-09-23,2023-01-01 07:08:00,Cloudy,9.28,1.32,1.55,3.26,81.37,12.18,Standard,Industrial,Rural,High,0.15,ND-Speedster-X1,86.15,1.41,21.67,50.26,2023-01-01 07:29:40.040768520,1
D-002075,DRN-076-C,RT-KZN-MOW-17,2023-03-24,2023-01-01 16:03:00,Cloudy,0.24,0.03,0.27,1.61,87.56,7.4,Standard,Industrial,Suburban,Medium,3.37,ND-Speedster-X1,67.18,1.96,13.89,72.01,2023-01-01 16:16:53.631719784,1
D-002076,DRN-053-B,RT-NSK-EKB-15,2023-01-26,2023-01-01 15:00:00,Cloudy,8.89,7.73,1.23,4.48,94.56,8.39,Standard,Rural,Suburban,Medium,2.08,ND-Heavy-Lift-X1,73.59,1.4,13.75,77.69,2023-01-01 15:13:45.258334974,1
D-002077,DRN-059-C,RT-EKB-SPB-14,2023-03-12,2023-01-01 07:40:00,Cloudy,18.23,0.51,0.52,8.43,98.3,5.07,Oversized,Commercial,Urban,Medium,3.69,ND-Light-Carry-X1,54.35,1.0,38.53,63.4,2023-01-01 08:18:31.707313883,1
D-002078,DRN-094-A,RT-MOW-SPB-09,2023-02-06,2023-01-01 12:25:00,Rainy,20.23,0.07,0.27,12.79,81.02,5.47,Standard,Residential,Urban,High,5.45,ND-Speedster-X1,58.52,1.15,58.13,24.32,2023-01-01 13:23:07.519150536,1
D-002079,DRN-034-A,RT-NSK-NSK-02,2023-05-13,2023-01-01 07:15:00,Sunny,-0.22,1.75,1.45,1.18,96.21,3.63,Perishable,Commercial,Suburban,High,3.15,ND-Light-Carry-X1,49.1,2.11,-0.44,96.57,2023-01-01 07:14:33.410149398,1
D-002080,DRN-006-C,RT-SPB-NSK-20,2023-05-06,2023-01-01 12:45:00,Stormy,3.75,1.91,1.53,3.02,81.32,0.2,Oversized,Residential,Suburban,Low,3.38,ND-Heavy-Lift-X1,32.77,1.94,7.65,77.14,2023-01-01 12:52:39.153034476,1
D-002081,DRN-096-A,RT-EKB-NSK-07,2023-04-25,2023-01-01 09:25:00,Stormy,23.7,0.32,6.14,0.09,86.61,5.26,Hazardous,Residential,Rural,Medium,8.25,ND-AllTerrain-X1,52.69,1.22,-1.56,87.98,2023-01-01 09:23:26.577381618,1
D-002082,DRN-025-A,RT-EKB-KZN-05,2023-04-02,2023-01-01 07:43:00,Rainy,21.1,6.73,1.66,0.87,80.45,9.68,Fragile,Industrial,Rural,Low,2.85,ND-AllTerrain-X1,81.67,1.31,4.77,73.96,2023-01-01 07:47:45.959870862,1
D-002083,DRN-055-B,RT-MOW-SPB-04,2023-08-30,2023-01-01 09:04:00,Rainy,25.65,2.08,1.09,3.94,98.23,15.77,Oversized,Residential,Urban,Low,2.94,ND-Light-Carry-X1,107.9,1.56,25.84,51.77,2023-01-01 09:29:50.298598488,1
D-002084,DRN-007-A,RT-KZN-SPB-18,2023-07-19,2023-01-01 18:03:00,Cloudy,31.41,2.69,3.66,4.0,94.14,3.74,Fragile,Commercial,Urban,Low,2.31,ND-Light-Carry-X1,43.74,2.08,21.13,78.73,2023-01-01 18:24:07.699377786,1
D-002085,DRN-012-C,RT-MOW-SPB-08,2023-07-26,2023-01-01 08:21:00,Cloudy,21.45,1.23,2.64,2.07,87.38,0.26,Fragile,Industrial,Urban,Medium,7.24,ND-Speedster-X1,28.57,1.22,10.16,82.55,2023-01-01 08:31:09.573123852,1
D-002086,DRN-100-A,RT-NSK-MOW-17,2023-04-27,2023-01-01 06:07:00,Foggy,10.02,2.87,1.19,2.37,87.55,4.74,Fragile,Residential,Urban,Medium,0.86,ND-Light-Carry-X1,49.91,1.91,9.58,79.58,2023-01-01 06:16:34.628689026,1
D-002087,DRN-007-C,RT-EKB-SPB-20,2023-08-07,2023-01-01 17:20:00,Sunny,16.38,5.82,1.07,0.77,92.8,3.43,Perishable,Industrial,Urban,Low,2.36,ND-Heavy-Lift-X1,45.55,1.89,-5.04,96.62,2023-01-01 17:14:57.681538890,1
D-002088,DRN-051-A,RT-KZN-SPB-19,2023-11-01,2023-01-01 13:57:00,Sunny,34.92,9.47,4.27,4.8,81.79,0.5,Perishable,Residential,Urban,Medium,3.9,ND-Heavy-Lift-X1,29.92,2.14,17.45,73.09,2023-01-01 14:14:26.714810640,1
D-002089,DRN-032-C,RT-SPB-EKB-12,2023-08-31,2023-01-01 09:51:00,Sunny,48.17,14.1,1.44,1.42,82.9,16.1,Oversized,Residential,Urban,Medium,1.17,ND-AllTerrain-X1,105.91,3.18,11.76,62.14,2023-01-01 10:02:45.849879156,1
D-002090,DRN-008-A,RT-SPB-EKB-04,2023-10-19,2023-01-01 10:20:00,Cloudy,20.56,2.23,1.88,12.84,96.94,6.55,Perishable,Residential,Urban,Medium,1.34,ND-Light-Carry-X1,57.74,1.24,59.72,39.48,2023-01-01 11:19:42.938577906,1
D-002091,DRN-087-A,RT-SPB-SPB-15,2023-10-09,2023-01-01 16:37:00,Sunny,21.43,18.43,0.14,9.2,84.05,2.39,Oversized,Commercial,Rural,Medium,2.85,ND-AllTerrain-X1,41.88,0.82,33.02,61.0,2023-01-01 17:10:01.307913300,1
D-002092,DRN-072-A,RT-EKB-MOW-20,2023-10-28,2023-01-01 10:20:00,Stormy,23.71,1.4,1.9,1.95,94.53,2.19,Perishable,Commercial,Urban,Medium,8.74,ND-AllTerrain-X1,45.22,1.46,6.88,89.35,2023-01-01 10:26:53.026072338,1
D-002093,DRN-086-C,RT-SPB-MOW-16,2023-11-13,2023-01-01 18:07:00,Cloudy,15.29,0.03,0.46,1.53,84.52,9.1,Hazardous,Rural,Urban,Medium,3.81,ND-Speedster-X1,75.91,1.61,-0.11,84.65,2023-01-01 18:06:53.499681468,1
D-002094,DRN-004-C,RT-KZN-NSK-04,2023-06-21,2023-01-01 11:17:00,Rainy,28.97,5.84,0.18,5.98,81.76,19.1,Oversized,Commercial,Urban,Low,4.44,ND-Heavy-Lift-X1,123.73,1.94,27.42,25.22,2023-01-01 11:44:25.166363316,1
D-002095,DRN-029-A,RT-SPB-MOW-07,2023-03-17,2023-01-01 09:03:00,Sunny,27.1,0.79,2.84,1.97,98.0,12.51,Perishable,Industrial,Urban,High,4.42,ND-Light-Carry-X1,89.36,1.46,11.09,81.49,2023-01-01 09:14:05.173660410,1
D-002096,DRN-029-B,RT-MOW-KZN-20,2023-07-28,2023-01-01 10:14:00,Cloudy,19.25,0.22,1.76,0.4,98.03,12.31,Oversized,Residential,Suburban,Low,0.32,ND-Speedster-X1,87.72,1.79,-5.56,100.0,2023-01-01 10:08:26.108249490,1
D-002097,DRN-098-A,RT-MOW-KZN-18,2023-11-10,2023-01-01 11:26:00,Sunny,11.18,10.31,0.79,5.79,92.11,4.6,Perishable,Industrial,Suburban,Low,2.14,ND-Speedster-X1,52.19,1.66,26.19,69.33,2023-01-01 11:52:11.124381138,1
D-002098,DRN-079-C,RT-KZN-EKB-08,2023-04-15,2023-01-01 10:47:00,Sunny,-3.25,6.28,0.85,3.4,89.24,0.14,Standard,Commercial,Urban,Medium,2.13,ND-Speedster-X1,30.09,2.9,18.93,79.75,2023-01-01 11:05:55.753093440,1
D-002099,DRN-044-B,RT-KZN-MOW-09,2023-01-26,2023-01-01 19:45:00,Cloudy,23.79,0.43,0.33,3.82,91.06,2.84,Standard,Commercial,Rural,Low,4.27,ND-Light-Carry-X1,45.86,1.37,19.1,76.46,2023-01-01 20:04:05.950180440,1
D-002100,DRN-004-B,RT-NSK-KZN-06,2023-12-17,2023-01-01 16:53:00,Stormy,17.55,6.0,0.01,1.64,88.16,17.52,Standard,Industrial,Urban,Low,2.16,ND-Speedster-X1,116.52,1.15,5.37,77.74,2023-01-01 16:58:22.152036342,1
D-002101,DRN-009-C,RT-EKB-NSK-10,2023-03-20,2023-01-01 13:03:00,Cloudy,6.15,7.43,0.64,16.28,95.14,3.09,Oversized,Rural,Rural,Medium,5.62,ND-Light-Carry-X1,49.62,1.61,72.64,35.07,2023-01-01 14:15:38.644789776,1
D-002102,DRN-005-B,RT-NSK-MOW-12,2023-05-08,2023-01-01 16:18:00,Cloudy,1.44,9.43,0.24,11.3,95.09,1.84,Standard,Residential,Suburban,Medium,2.47,ND-Light-Carry-X1,35.33,2.04,53.17,63.78,2023-01-01 17:11:10.042901802,1
D-002103,DRN-075-C,RT-KZN-SPB-07,2023-05-17,2023-01-01 14:18:00,Cloudy,22.94,3.14,0.82,0.49,96.38,2.4,Standard,Industrial,Urban,Low,0.64,ND-Heavy-Lift-X1,38.64,0.93,-8.72,100.0,2023-01-01 14:09:16.757566518,1
D-002104,DRN-032-B,RT-MOW-NSK-07,2023-11-30,2023-01-01 16:39:00,Sunny,-4.21,4.86,2.69,2.14,90.46,4.64,Standard,Rural,Urban,Low,2.54,ND-Speedster-X1,54.45,2.54,11.77,79.78,2023-01-01 16:50:46.027974912,1
D-002105,DRN-017-C,RT-EKB-NSK-03,2023-02-05,2023-01-01 15:27:00,Cloudy,18.6,5.75,0.18,1.2,96.03,4.02,Standard,Residential,Rural,Medium,0.29,ND-Speedster-X1,48.62,0.97,-4.22,99.45,2023-01-01 15:22:46.563608982,1
D-002106,DRN-090-C,RT-SPB-MOW-18,2023-02-28,2023-01-01 10:47:00,Sunny,25.12,4.67,0.14,4.1,83.11,7.84,Oversized,Residential,Urban,Medium,4.45,ND-Speedster-X1,67.51,1.65,15.08,66.15,2023-01-01 11:02:04.635810462,1
D-002107,DRN-057-B,RT-EKB-NSK-07,2023-08-18,2023-01-01 14:02:00,Stormy,21.6,4.16,3.49,5.21,80.6,5.51,Standard,Industrial,Suburban,Low,3.51,ND-Speedster-X1,55.21,0.88,19.67,62.5,2023-01-01 14:21:40.465763784,0
D-002108,DRN-025-B,RT-KZN-NSK-18,2023-05-04,2023-01-01 15:09:00,Rainy,10.31,3.17,2.05,16.1,92.96,3.74,Perishable,Rural,Rural,Low,6.01,ND-Speedster-X1,44.55,1.89,67.29,43.0,2023-01-01 16:16:17.123231034,1
D-002109,DRN-045-C,RT-EKB-KZN-04,2023-03-29,2023-01-01 13:28:00,Cloudy,0.01,2.61,0.08,8.87,82.11,6.04,Standard,Rural,Suburban,Medium,4.92,ND-Light-Carry-X1,53.87,2.64,37.52,48.42,2023-01-01 14:05:31.318048764,1
D-002110,DRN-011-A,RT-NSK-KZN-13,2023-12-03,2023-01-01 18:06:00,Cloudy,22.04,20.0,0.12,2.49,91.01,14.36,Fragile,Residential,Suburban,Low,2.04,ND-Speedster-X1,99.78,1.19,13.46,68.63,2023-01-01 18:19:27.727729812,1
D-002111,DRN-053-C,RT-MOW-KZN-20,2023-05-21,2023-01-01 17:22:00,Sunny,29.41,1.65,1.73,9.43,94.42,4.3,Standard,Industrial,Urban,Low,4.01,ND-Speedster-X1,48.09,2.06,35.21,66.2,2023-01-01 17:57:12.565846368,1
D-002112,DRN-095-C,RT-EKB-NSK-18,2023-09-30,2023-01-01 19:26:00,Rainy,8.13,0.37,0.69,2.53,88.14,8.64,Standard,Commercial,Suburban,Medium,4.49,ND-Light-Carry-X1,74.09,1.69,14.23,70.57,2023-01-01 19:40:13.723493250,1
D-002113,DRN-065-A,RT-SPB-MOW-15,2023-02-20,2023-01-01 15:08:00,Rainy,21.08,5.79,1.93,4.5,80.88,2.98,Perishable,Commercial,Suburban,Medium,3.34,ND-AllTerrain-X1,44.74,0.95,21.7,64.69,2023-01-01 15:29:42.251237136,1
D-002114,DRN-047-B,RT-KZN-MOW-11,2023-02-24,2023-01-01 17:55:00,Rainy,33.98,0.96,0.78,1.21,97.74,2.01,Fragile,Industrial,Urban,Medium,4.12,ND-Light-Carry-X1,38.1,1.81,6.36,93.71,2023-01-01 18:01:21.344345076,1
D-002115,DRN-088-B,RT-NSK-SPB-13,2023-12-03,2023-01-01 08:12:00,Sunny,19.07,3.04,5.15,1.84,80.86,7.06,Fragile,Industrial,Suburban,Low,0.86,ND-Speedster-X1,63.78,1.12,5.65,74.86,2023-01-01 08:17:38.841883104,1
D-002116,DRN-060-A,RT-EKB-NSK-09,2023-05-30,2023-01-01 11:58:00,Sunny,10.24,0.4,1.78,1.52,98.1,0.54,Standard,Commercial,Urban,Medium,2.39,ND-Speedster-X1,36.0,1.62,5.47,94.82,2023-01-01 12:03:27.941210724,1
D-002117,DRN-047-C,RT-KZN-NSK-03,2023-06-02,2023-01-01 11:20:00,Cloudy,27.49,3.86,0.07,3.41,81.05,2.58,Fragile,Commercial,Suburban,Medium,3.5,ND-Heavy-Lift-X1,40.42,1.58,14.35,71.39,2023-01-01 11:34:21.019755708,1
D-002118,DRN-046-B,RT-KZN-NSK-06,2023-08-07,2023-01-01 08:24:00,Foggy,6.15,11.53,0.6,5.42,94.7,4.11,Oversized,Commercial,Suburban,Medium,3.23,ND-Heavy-Lift-X1,53.36,1.56,19.47,77.39,2023-01-01 08:43:28.122577272,1
D-002119,DRN-026-A,RT-EKB-SPB-05,2023-08-07,2023-01-01 12:03:00,Stormy,-0.58,5.13,1.24,3.14,98.5,3.3,Standard,Residential,Urban,Medium,5.56,ND-AllTerrain-X1,50.55,2.49,13.13,87.44,2023-01-01 12:16:07.557934992,1
D-002120,DRN-005-A,RT-MOW-NSK-07,2023-12-08,2023-01-01 11:04:00,Cloudy,24.75,0.97,0.23,7.2,98.14,12.45,Fragile,Commercial,Urban,Medium,2.43,ND-AllTerrain-X1,93.13,1.28,32.31,47.99,2023-01-01 11:36:18.680055966,1
D-002121,DRN-075-B,RT-SPB-MOW-04,2023-09-15,2023-01-01 06:49:00,Rainy,10.13,14.18,0.0,4.05,97.87,3.53,Standard,Industrial,Rural,Medium,1.78,ND-Heavy-Lift-X1,46.49,1.31,17.57,84.25,2023-01-01 07:06:34.332334980,0
D-002122,DRN-033-B,RT-SPB-KZN-10,2023-02-14,2023-01-01 06:08:00,Stormy,11.2,1.47,0.12,6.69,97.66,14.73,Oversized,Residential,Suburban,Low,5.48,ND-Heavy-Lift-X1,103.04,1.73,21.52,60.7,2023-01-01 06:29:31.318790387,0
D-002123,DRN-038-C,RT-SPB-MOW-04,2023-09-26,2023-01-01 14:52:00,Sunny,7.48,2.3,1.11,2.53,90.21,4.91,Standard,Industrial,Urban,Low,5.48,ND-Light-Carry-X1,56.87,1.84,8.81,81.86,2023-01-01 15:00:48.358634712,1
D-002124,DRN-098-C,RT-EKB-SPB-08,2023-11-07,2023-01-01 13:09:00,Rainy,9.33,2.76,1.5,0.93,91.15,0.83,Hazardous,Residential,Urban,Medium,2.82,ND-Heavy-Lift-X1,33.14,1.74,4.3,88.78,2023-01-01 13:13:18.190416894,1
D-002125,DRN-096-A,RT-SPB-NSK-06,2023-06-09,2023-01-01 09:16:00,Sunny,31.84,18.72,0.15,2.3,92.39,4.3,Oversized,Residential,Urban,Low,2.81,ND-Speedster-X1,58.67,1.76,7.03,85.52,2023-01-01 09:23:01.692405108,1
D-002126,DRN-021-B,RT-MOW-KZN-12,2023-10-05,2023-01-01 18:28:00,Cloudy,34.95,0.29,1.64,2.65,97.92,1.7,Standard,Residential,Urban,Low,1.82,ND-Heavy-Lift-X1,36.13,1.98,11.62,90.92,2023-01-01 18:39:37.305451698,1
D-002127,DRN-069-B,RT-MOW-EKB-13,2023-12-11,2023-01-01 09:22:00,Sunny,36.54,4.77,1.44,3.34,96.76,8.1,Fragile,Commercial,Urban,Medium,2.99,ND-Speedster-X1,72.61,2.17,11.77,82.52,2023-01-01 09:33:46.263529230,0
D-002128,DRN-038-B,RT-SPB-MOW-01,2023-02-24,2023-01-01 16:17:00,Cloudy,28.08,1.8,4.22,7.8,95.66,0.23,Perishable,Commercial,Urban,Medium,1.03,ND-AllTerrain-X1,33.96,1.2,34.26,76.27,2023-01-01 16:51:15.539305625,1
D-002129,DRN-086-B,RT-NSK-SPB-15,2023-05-25,2023-01-01 07:53:00,Rainy,20.6,0.33,2.76,4.98,93.51,24.51,Fragile,Residential,Urban,Low,5.09,ND-Heavy-Lift-X1,147.64,1.43,23.29,36.21,2023-01-01 08:16:17.375073300,1
D-002130,DRN-082-B,RT-SPB-EKB-18,2023-08-23,2023-01-01 14:02:00,Cloudy,-2.19,10.94,4.3,3.28,92.37,11.66,Perishable,Commercial,Suburban,High,1.02,ND-Speedster-X1,88.93,2.19,13.33,72.61,2023-01-01 14:15:19.806392370,1
D-002131,DRN-074-B,RT-NSK-MOW-10,2023-06-28,2023-01-01 12:57:00,Sunny,12.75,3.57,5.08,2.21,98.45,2.34,Fragile,Commercial,Urban,High,2.63,ND-Heavy-Lift-X1,40.79,1.85,12.0,90.29,2023-01-01 13:09:00.224868006,1
D-002132,DRN-013-C,RT-NSK-KZN-15,2023-07-27,2023-01-01 19:08:00,Sunny,40.88,5.6,0.87,1.17,83.85,2.65,Hazardous,Rural,Urban,Medium,3.42,ND-Light-Carry-X1,42.3,2.76,10.98,76.11,2023-01-01 19:18:58.805145126,1
D-002133,DRN-094-C,RT-SPB-KZN-04,2023-05-16,2023-01-01 16:40:00,Cloudy,9.77,1.1,1.0,2.58,83.85,6.28,Standard,Residential,Urban,Medium,3.71,ND-Light-Carry-X1,64.39,1.85,10.23,72.87,2023-01-01 16:50:14.027700768,1
D-002134,DRN-094-B,RT-KZN-SPB-17,2023-12-19,2023-01-01 16:35:00,Cloudy,33.17,5.73,0.5,12.36,99.65,2.89,Standard,Industrial,Suburban,High,2.65,ND-Light-Carry-X1,43.81,1.68,60.04,55.81,2023-01-01 17:35:02.476217352,1
D-002135,DRN-093-A,RT-SPB-NSK-09,2023-10-02,2023-01-01 07:30:00,Cloudy,15.66,7.05,1.07,0.85,91.06,1.52,Hazardous,Residential,Rural,Medium,2.38,ND-AllTerrain-X1,41.91,1.34,0.84,90.48,2023-01-01 07:30:50.128298664,1
D-002136,DRN-033-A,RT-EKB-EKB-09,2023-11-19,2023-01-01 06:53:00,Sunny,-17.14,2.25,0.25,2.76,89.67,1.21,Perishable,Residential,Urban,Medium,0.42,ND-Speedster-X1,32.3,3.11,13.06,82.64,2023-01-01 07:06:03.362138820,1
D-002137,DRN-075-A,RT-KZN-EKB-06,2023-07-02,2023-01-01 10:05:00,Rainy,22.69,3.39,1.67,3.02,97.01,4.55,Perishable,Residential,Rural,Medium,4.7,ND-AllTerrain-X1,49.25,1.06,11.21,87.81,2023-01-01 10:16:12.827771874,1
D-002138,DRN-050-C,RT-NSK-EKB-20,2023-03-02,2023-01-01 12:24:00,Stormy,30.2,14.28,0.04,2.29,97.0,0.92,Oversized,Residential,Rural,Medium,0.82,ND-Speedster-X1,33.69,1.71,0.37,96.79,2023-01-01 12:24:22.019405598,1
D-002139,DRN-095-B,RT-MOW-NSK-03,2023-03-04,2023-01-01 15:41:00,Cloudy,14.41,7.5,0.4,3.06,83.53,16.39,Fragile,Residential,Suburban,Medium,2.15,ND-Heavy-Lift-X1,110.09,1.45,20.39,46.11,2023-01-01 16:01:23.594332968,1
D-002140,DRN-041-C,RT-KZN-MOW-13,2023-12-27,2023-01-01 16:37:00,Rainy,29.8,2.35,0.35,1.74,83.47,6.24,Standard,Residential,Urban,Medium,0.79,ND-Heavy-Lift-X1,58.73,2.32,5.65,77.94,2023-01-01 16:42:38.867577756,1
D-002141,DRN-048-C,RT-MOW-NSK-01,2023-08-03,2023-01-01 11:30:00,Stormy,-5.01,4.37,4.17,8.62,95.91,17.28,Hazardous,Residential,Rural,Low,0.93,ND-Heavy-Lift-X1,109.49,2.24,36.87,28.62,2023-01-01 12:06:52.494683700,1
D-002142,DRN-090-B,RT-MOW-MOW-16,2023-12-26,2023-01-01 08:28:00,Cloudy,-1.63,6.13,0.23,1.21,95.71,11.69,Standard,Industrial,Rural,Medium,1.19,ND-AllTerrain-X1,91.56,2.32,4.01,89.6,2023-01-01 08:32:00.419667780,1
D-002143,DRN-076-C,RT-SPB-SPB-14,2023-05-19,2023-01-01 13:08:00,Rainy,17.46,0.1,3.32,1.61,84.5,7.06,Standard,Commercial,Rural,Medium,2.79,ND-Heavy-Lift-X1,66.4,1.12,1.63,82.7,2023-01-01 13:09:37.789392444,1
D-002144,DRN-089-B,RT-NSK-MOW-03,2023-05-14,2023-01-01 06:15:00,Rainy,20.73,3.55,0.2,1.78,96.83,0.45,Standard,Residential,Rural,High,2.86,ND-Light-Carry-X1,33.79,0.82,14.5,88.67,2023-01-01 06:29:29.773123524,1
D-002145,DRN-019-C,RT-SPB-MOW-02,2023-02-03,2023-01-01 11:22:00,Sunny,31.28,16.68,1.58,1.21,89.6,1.53,Oversized,Residential,Urban,Medium,1.4,ND-Speedster-X1,35.31,1.92,8.52,84.59,2023-01-01 11:30:31.298676138,1
D-002146,DRN-055-B,RT-SPB-SPB-09,2023-07-12,2023-01-01 16:07:00,Cloudy,22.67,11.76,0.58,2.38,89.4,8.65,Standard,Residential,Urban,Medium,3.19,ND-Heavy-Lift-X1,74.91,1.31,5.87,82.08,2023-01-01 16:12:51.965051226,1
D-002147,DRN-082-B,RT-EKB-KZN-06,2023-12-21,2023-01-01 17:09:00,Rainy,0.68,7.15,0.57,7.2,99.71,6.02,Perishable,Commercial,Suburban,Low,4.75,ND-Light-Carry-X1,66.63,1.88,32.94,63.14,2023-01-01 17:41:56.189958066,1
D-002148,DRN-006-C,RT-SPB-EKB-09,2023-11-16,2023-01-01 16:23:00,Sunny,17.56,0.45,9.54,0.88,90.38,5.75,Standard,Rural,Suburban,Low,3.73,ND-Speedster-X1,60.49,0.91,11.57,78.72,2023-01-01 16:34:34.016543688,1
D-002149,DRN-029-C,RT-EKB-SPB-05,2023-03-28,2023-01-01 12:07:00,Stormy,22.21,20.0,0.38,4.56,82.74,4.86,Perishable,Commercial,Rural,Low,5.03,ND-Heavy-Lift-X1,54.32,1.06,19.67,64.93,2023-01-01 12:26:40.043118312,1
D-002150,DRN-098-A,RT-KZN-EKB-20,2023-07-29,2023-01-01 16:40:00,Cloudy,-7.49,3.76,0.34,3.29,85.6,0.65,Fragile,Residential,Urban,High,1.63,ND-Light-Carry-X1,33.58,2.65,19.91,74.46,2023-01-01 16:59:54.888115728,0
D-002151,DRN-043-A,RT-MOW-KZN-19,2023-03-22,2023-01-01 15:06:00,Cloudy,14.48,1.01,1.33,5.62,86.67,6.68,Perishable,Residential,Suburban,Medium,0.79,ND-Speedster-X1,67.08,1.67,30.78,52.26,2023-01-01 15:36:46.777873014,1
D-002152,DRN-080-B,RT-EKB-NSK-12,2023-11-18,2023-01-01 08:15:00,Cloudy,10.97,4.49,2.02,3.0,99.17,4.43,Standard,Residential,Rural,Medium,6.15,ND-AllTerrain-X1,48.69,1.63,8.92,91.93,2023-01-01 08:23:55.224617016,1
D-002153,DRN-034-C,RT-NSK-MOW-07,2023-12-05,2023-01-01 14:32:00,Cloudy,7.14,7.77,6.07,6.64,85.28,3.46,Standard,Commercial,Urban,High,1.85,ND-Heavy-Lift-X1,46.95,1.69,33.56,59.02,2023-01-01 15:05:33.421725066,1
D-002154,DRN-008-A,RT-SPB-SPB-13,2023-07-09,2023-01-01 19:23:00,Rainy,20.99,0.48,1.81,2.93,88.61,11.07,Standard,Commercial,Urban,Low,5.05,ND-Light-Carry-X1,85.44,1.12,4.91,81.62,2023-01-01 19:27:54.553828644,1
D-002155,DRN-008-B,RT-EKB-EKB-18,2023-12-14,2023-01-01 11:10:00,Cloudy,1.2,9.93,1.24,0.66,94.99,4.34,Oversized,Commercial,Urban,Medium,3.52,ND-Light-Carry-X1,52.83,2.23,2.41,92.87,2023-01-01 11:12:24.745082574,1
D-002156,DRN-096-C,RT-MOW-SPB-02,2023-08-21,2023-01-01 08:08:00,Stormy,20.0,10.11,0.79,3.54,85.48,4.78,Perishable,Commercial,Urban,Medium,5.63,ND-AllTerrain-X1,51.71,1.15,12.61,74.62,2023-01-01 08:20:36.368961372,0
D-002157,DRN-094-A,RT-EKB-NSK-17,2023-06-18,2023-01-01 11:30:00,Cloudy,21.71,0.05,1.36,5.72,94.03,26.54,Standard,Industrial,Urban,Low,3.42,ND-Heavy-Lift-X1,156.71,1.1,20.6,40.23,2023-01-01 11:50:35.936659386,1
D-002158,DRN-043-C,RT-EKB-SPB-16,2023-09-08,2023-01-01 12:15:00,Rainy,28.01,9.22,1.38,0.55,84.15,2.87,Oversized,Residential,Urban,Low,3.13,ND-AllTerrain-X1,44.54,1.65,-1.88,85.54,2023-01-01 12:13:07.483216068,1
D-002159,DRN-081-C,RT-NSK-MOW-13,2023-06-17,2023-01-01 16:49:00,Foggy,1.52,11.74,0.37,4.79,84.85,5.14,Oversized,Residential,Urban,Low,4.68,ND-Speedster-X1,62.79,2.55,14.75,69.42,2023-01-01 17:03:44.800326072,1
